SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
526931,HARIYANA SH.,X ,Q,89.00,96.80,87.30,93.00,94.45,89.15,23,10412,954409.00,
526945,TYROON TEA  ,X ,Q,60.00,62.35,60.00,60.00,60.00,61.00,4,310,18788.00,
526947,LA-OPALA RG ,B ,Q,619.55,639.90,610.00,627.60,634.95,614.05,406,4313,2687200.00,
526951,GOLDEN LAMIN,X ,Q,677.00,695.00,650.00,659.50,659.50,653.50,193,11378,7681462.00,
526953,VENUS REMEDI,B ,Q,89.40,90.00,85.00,88.05,88.40,88.85,175,10326,911211.00,
526957,UDL         ,X ,Q,66.00,66.00,62.20,64.05,63.15,65.45,185,55265,3503055.00,
526965,GUJ.CRAFT IN,XT,Q,46.05,50.05,46.00,49.55,50.05,47.70,11,2615,121229.00,
526971,DHOOT I.FIN.,X ,Q,72.50,75.00,72.25,75.00,75.00,72.30,20,2025,149988.00,
526981,SHRI BAJRANG,X ,Q,21.90,21.90,20.55,20.55,21.65,21.60,9,709,14768.00,
526987,URJA GLOBAL ,T ,Q,9.58,10.19,9.51,9.59,9.59,10.01,4308,3039649,29940023.00,
527001,ASHAPURA LTD,B ,Q,89.20,92.30,84.75,86.75,86.75,88.95,695,82150,7239376.00,
530001,GUJ.ALKALI  ,B ,Q,758.45,758.45,735.00,751.85,756.30,754.60,385,9875,7424962.00,
530005,INDIA CEM.  ,A ,Q,169.00,171.45,161.10,165.55,165.55,168.20,5078,2624854,435234079.00,
530007,JK TYRE IND ,A ,Q,175.05,192.25,174.15,187.90,187.90,175.20,7184,865136,160397435.00,
530011,MANGLR.CHEM ,B ,Q,73.35,75.00,70.05,70.80,70.20,73.60,411,47659,3462779.00,
530017,STD.INDUST. ,T ,Q,22.00,23.20,22.00,22.75,23.15,22.70,11,1072,24189.00,
530019,JUBILANT    ,A ,Q,916.50,941.90,901.85,919.95,919.90,912.50,6161,137331,127228217.00,
530023,FORTUNE FIN.,B ,Q,255.00,260.05,255.00,258.35,260.05,248.65,2,3,775.00,
530025,SAMYAK INT  ,XT,Q,10.70,10.70,10.70,10.70,10.70,10.40,1,5000,53500.00,
530035,SANTOSH FINE,XT,Q,14.45,14.45,14.45,14.45,14.45,14.45,1,2,28.00,
530043,ACKNIT IND  ,X ,Q,117.55,123.50,117.55,118.55,118.55,118.70,26,883,106424.00,
530045,TITAN SECUR.,XT,Q,6.00,6.05,5.81,6.00,6.00,6.10,10,4682,28074.00,
530047,MOHOTAIND   ,B ,Q,395.05,399.75,380.00,380.45,380.00,390.00,103,2526,971132.00,
530067,CSLFINANCE  ,XT,Q,634.00,656.00,612.25,614.45,613.50,640.40,114,6611,4174169.00,
530073,SANGHVI MOVE,B ,Q,155.00,169.75,155.00,165.40,165.40,156.20,330,25611,4132557.00,
530075,SELAN EXPLOR,T ,Q,226.20,228.00,221.00,221.55,221.00,223.00,88,8081,1804715.00,
530077,FRESHTROP FR,X ,Q,151.10,169.00,150.00,163.20,163.20,151.75,554,42259,6748205.00,
530079,FAZE THREE L,X ,Q,85.75,87.00,83.30,84.65,84.50,85.90,46,7147,608404.00,
530093,ACE INDIA LT,XT,Q,2.19,2.19,2.19,2.19,2.19,2.30,3,2260,4949.00,
530109,VANTAGE CORP,X ,Q,12.01,13.23,12.01,13.23,13.23,12.60,2,200,2524.00,
530111,RAJ PACKAGIN,X ,Q,42.00,42.00,37.60,38.90,39.90,39.45,24,4622,180213.00,
530117,FAIRCHEM    ,B ,Q,416.00,427.00,412.00,415.75,415.75,409.10,40,454,190706.00,
530119,NATRAJ PROTE,XT,Q,38.90,38.90,36.15,38.85,38.85,38.00,14,3282,119582.00,
530125,SAMRAT PHARM,X ,Q,102.05,114.00,102.05,112.45,114.00,108.00,88,6825,752660.00,
530127,NPR FINANCE ,X ,Q,39.85,40.00,38.00,38.10,38.50,37.75,61,9088,354436.00,
530129,NILE LTD.   ,X ,Q,901.20,945.00,901.20,917.35,917.35,907.20,128,2886,2643276.00,
530131,UDAIPUR CEME,X ,Q,28.20,28.75,28.00,28.20,28.20,28.00,447,166753,4733502.00,
530133,AMCO INDIA L,X ,Q,48.30,48.30,45.20,47.00,46.80,46.00,11,558,26200.00,
530135,OPTIEMUS    ,T ,Q,263.65,274.50,263.30,272.65,274.00,261.45,127,6981,1865240.00,
530141,GYAN DEVELOP,X ,Q,6.59,6.59,6.59,6.59,6.59,6.59,1,100,659.00,
530145,KISAN MOULD.,X ,Q,198.90,205.00,196.10,199.45,199.45,198.90,740,146022,29259168.00,
530149,KSL & IND.  ,X ,Q,10.20,10.20,9.59,9.59,9.59,10.08,13,9150,92239.00,
530151,VIJAY TEXTIL,X ,Q,61.70,61.70,58.20,59.45,59.95,59.20,30,1918,113486.00,
530163,KERALA AYUR ,XT,Q,96.00,98.95,95.00,95.20,95.00,96.50,62,5895,564896.00,
530169,MOHIT PAPER ,XT,Q,15.70,15.70,15.60,15.60,15.61,14.96,10,10500,164352.00,
530173,OSCAR GLOBAL,XT,Q,3.12,3.12,3.12,3.12,3.12,3.05,1,1000,3120.00,
530175,ODYSSEY TECH,X ,Q,44.90,45.00,41.00,41.35,41.35,43.85,71,12294,519135.00,
530185,SURAT TEXT. ,X ,Q,5.67,6.00,5.65,5.70,5.79,5.83,129,154016,886437.00,
530191,CHROMATIC IN,T ,Q,2.60,2.61,2.45,2.55,2.56,2.52,31,39673,100092.00,
530197,BAGADIA COLO,XT,Q,10.41,10.41,10.41,10.41,10.41,9.92,2,200,2082.00,
530199,THEMIS MEDIC,B ,Q,577.50,588.60,564.95,582.00,581.00,593.75,42,578,333153.00,
530201,KALLAM SPG. ,X ,Q,21.70,23.80,21.70,22.70,22.70,22.15,56,10836,246123.00,
530207,BRAWN BIO   ,XT,Q,68.30,68.30,65.20,65.25,65.25,65.05,7,1296,86135.00,
530215,KINGSINFRA  ,XT,Q,20.00,20.40,19.75,20.40,20.40,19.45,12,9460,192019.00,
530233,AURO LAB.   ,X ,Q,98.65,99.60,94.90,97.30,97.30,94.90,239,26194,2561118.00,
530235,KJMC FIN.   ,X ,Q,35.00,35.00,35.00,35.00,35.00,34.90,2,250,8750.00,
530239,SUVEN LIFE S,B ,Q,216.45,218.00,205.50,209.45,209.45,214.30,2738,228605,48272466.00,
530245,ARYAMAN FIN.,X ,Q,50.25,50.40,50.25,50.40,50.40,48.00,2,200,10068.00,
530251,RISA INTL   ,XT,Q,1.21,1.21,1.21,1.21,1.21,1.27,19,12425,15034.00,
530259,INTER ST.OIL,X ,Q,22.90,22.90,21.45,21.45,21.45,21.90,12,980,21346.00,
530299,KOTHARI PROD,B ,Q,204.65,206.60,197.00,198.30,199.50,200.25,114,3120,622325.00,
530305,PICCADILY AG,XT,Q,16.00,16.20,15.20,15.60,15.50,15.85,68,34903,549955.00,
530307,CHAMANLAL SE,X ,Q,158.00,164.60,149.70,149.70,149.70,157.55,842,118793,18160981.00,
530309,CHANDRA PRAB,X ,Q,20.05,21.30,20.05,21.30,21.30,19.70,5,358,7240.00,
530313,LAUREL ORGAN,P ,Q,48.15,48.15,48.15,48.15,48.15,45.90,2,200,9630.00,
530315,HIND.TIN WRK,X ,Q,86.75,86.75,84.00,85.60,85.60,84.50,164,14789,1269657.00,
530317,GODAVARI DRU,X ,Q,37.80,37.80,36.00,37.80,37.80,36.25,12,431,15842.00,
530331,PREMCO GLOB.,X ,Q,395.00,428.00,395.00,427.20,428.00,419.65,29,876,367102.00,
530333,EMGEE CABLES,P ,Q,16.00,16.00,16.00,16.00,16.00,16.00,7,3500,56000.00,
530341,MUKESH BABU ,X ,Q,84.05,87.50,84.05,86.95,87.50,87.50,2,6,521.00,
530343,GENUS POWER ,B ,Q,80.65,80.65,75.75,76.45,76.80,79.80,998,49427,3822928.00,
530355,ASIAN OILFIE,X ,Q,244.00,244.80,231.00,239.60,239.60,243.95,361,59126,14121952.00,
530357,KBS INDIA   ,SS,Q,4.77,4.77,4.34,4.34,4.34,4.56,2,800,3644.00,
530363,UGAR SUGAR  ,B ,Q,23.40,23.90,22.85,23.00,23.05,23.15,116,31292,727368.00,
530365,ORIENTBELL  ,B ,Q,325.35,339.05,312.05,319.35,316.15,326.25,335,9642,3148792.00,
530367,NRB BEARINGS,B ,Q,163.10,165.35,158.10,159.20,161.55,163.00,236,15739,2539038.00,
530369,VAMSHI RUBB.,X ,Q,52.00,52.00,51.90,51.90,51.90,50.10,3,20,1038.00,
530377,NILA INFRA. ,B ,Q,22.70,23.40,22.10,22.55,22.55,22.60,1244,740809,16932662.00,
530381,PETRON ENGG.,B ,Q,130.00,131.00,127.30,129.25,127.30,131.25,15,356,46118.00,
530393,DB INT.ST.BR,B ,Q,9.20,9.20,9.20,9.20,9.20,9.30,1,200,1840.00,
530401,VINYOFLEX LT,XT,Q,36.75,36.75,36.75,36.75,36.75,35.00,1,37,1359.00,
530405,JINDAL CAP. ,XT,Q,8.30,8.30,8.30,8.30,8.30,8.40,1,10,83.00,
530407,EPIC ENERGY ,XT,Q,8.85,8.85,8.85,8.85,8.85,9.25,2,1000,8850.00,
530419,SUMEDHA FISC,X ,Q,43.00,44.00,40.95,43.65,43.60,42.90,130,34943,1498264.00,
530427,CHOKSI IMAG ,X ,Q,32.75,33.30,31.75,32.35,32.30,31.70,20,1724,56335.00,
530431,ADOR FONTECH,X ,Q,119.85,119.90,114.00,114.25,114.00,117.50,70,3813,442278.00,
530433,SHIVA FERT. ,X ,Q,87.90,88.50,83.25,86.25,85.70,88.05,227,25903,2233891.00,
530439,SIDDHA VEN  ,XT,Q,0.69,0.69,0.68,0.68,0.68,0.68,4,2142,1456.00,
530441,MAHANIVESH I,XT,Q,438.75,438.75,438.75,438.75,438.75,419.00,1,10,4387.00,
530449,RUNGTA IRRIG,XT,Q,33.05,33.05,32.00,32.00,32.00,31.50,6,486,15943.00,
530459,VALSON INDUS,X ,Q,41.90,41.90,40.00,41.00,41.00,41.00,51,16306,666441.00,
530461,SABOO SODIUM,XT,Q,20.20,20.20,19.30,20.00,20.00,20.20,30,3959,78129.00,
530477,VIKRAM THERM,X ,Q,117.95,121.50,115.20,119.35,121.40,118.90,61,3126,370165.00,
530499,A.K.CAPITAL ,X ,Q,520.00,543.90,515.00,526.30,525.00,520.30,86,5548,2947762.00,
530517,RELAXO FOOT.,B ,Q,613.30,642.30,613.30,634.90,638.00,622.25,88,561,355505.00,
530521,VIRAT INDUS.,X ,Q,184.90,195.00,184.90,188.00,188.00,187.55,17,926,175207.00,
530525,SHEETAL DIAM,X ,Q,5.83,5.83,5.83,5.83,5.83,5.56,3,1270,7404.00,
530543,MARG LTD    ,XT,Q,21.05,22.25,20.75,20.80,21.45,21.80,170,70202,1479960.00,
530545,COSCO INDIA ,X ,Q,410.95,410.95,377.15,382.00,382.00,387.95,20,399,154544.00,
530549,SHILPA MEDIC,B ,Q,571.50,575.20,566.15,570.95,568.05,569.75,81,413,235273.00,
530555,PARAMOUNT CO,B ,Q,13.96,13.96,13.96,13.96,13.96,13.30,120,324552,4530745.00,
530557,NCL RESEARCH,SS,Q,1.63,1.72,1.62,1.69,1.70,1.70,103,95775,157639.00,
530565,ARCHANA SOFT,X ,Q,2.13,2.13,2.13,2.13,2.13,2.03,2,100,213.00,
530579,GOLDEN GOEN ,X ,Q,9.15,9.50,8.84,8.84,8.84,9.14,33,13277,118041.00,
530585,SWASTIK INV ,X ,Q,169.40,169.40,150.10,165.00,165.00,164.00,56,1597,265257.00,
530589,PRIMA PLASTI,X ,Q,213.00,213.95,195.00,198.70,199.00,216.55,551,41262,8314779.00,
530609,CARNATION IN,X ,Q,46.45,52.00,46.45,51.45,51.40,49.75,21,2900,146368.00,
530617,SAMPRE NUTRI,XT,Q,69.00,72.50,66.00,68.20,68.20,69.05,39,6046,425183.00,
530621,AAIL        ,X ,Q,68.35,68.35,62.00,63.70,63.70,66.25,191,16870,1085815.00,
530627,VIPULORG    ,XT,Q,183.00,192.30,183.00,184.00,184.00,183.15,78,4265,789730.00,
530643,ECORECO     ,XT,Q,66.10,69.00,62.75,66.55,69.00,66.05,50,5486,350174.00,
530655,GOODLUCK    ,B ,Q,123.00,125.00,117.00,122.35,122.35,123.05,517,36250,4445493.00,
530675,YORK EXPORTS,XT,Q,11.07,11.07,11.07,11.07,11.07,10.55,1,10,110.00,
530677,SUPREME HO  ,XT,Q,27.95,27.95,27.95,27.95,27.95,28.50,3,601,16797.00,
530689,LYKISLTD    ,ST,Q,42.80,42.85,39.50,39.50,39.50,40.85,35,5106,213964.00,
530695,PRIME PROP  ,X ,Q,36.10,40.50,36.10,38.60,38.80,38.85,65,6153,236949.00,
530697,ZENLABS     ,X ,Q,54.00,57.50,50.20,54.05,55.95,57.95,50,8939,499101.00,
530699,RAJRAYON    ,T ,Q,0.58,0.58,0.58,0.58,0.58,0.56,2,11100,6438.00,
530703,INFO-DRIVE S,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,159461,30297.00,
530711,JAGAN LAMPS ,XT,Q,18.05,19.40,18.05,18.10,18.10,18.95,10,461,8522.00,
530713,AJEL        ,Z ,Q,4.04,4.04,4.04,4.04,4.04,4.25,1,31,125.00,
530715,ALPS INDS.  ,T ,Q,5.34,5.34,4.91,5.23,5.23,5.14,17,19952,102851.00,
530721,ANGIND      ,T ,Q,6.25,6.25,5.70,5.73,5.79,6.00,10,3111,17866.00,
530733,NOVAPUBLIC  ,XT,Q,29.95,29.95,29.25,29.25,29.25,29.00,2,5,148.00,
530741,OVOBEL FOODS,P ,Q,17.65,19.40,17.65,19.40,19.40,18.55,7,2500,47505.00,
530759,STERL.TOOLS ,B ,Q,389.00,420.50,389.00,408.15,405.20,388.20,833,15911,6488739.00,
530771,KLG CAPITAL ,X ,Q,17.00,17.00,16.50,16.50,16.50,17.31,3,301,5066.00,
530773,IVRCL LTD   ,T ,Q,5.25,5.47,5.25,5.25,5.25,5.31,149,84610,455175.00,
530779,DYNAMIC PORT,XT,Q,2.97,2.97,2.97,2.97,2.97,2.83,22,7000,20790.00,
530789,CEEJAY FINAN,X ,Q,209.00,217.10,199.45,209.00,209.00,209.00,18,472,96253.00,
530795,SUNCITY SYNT,XT,Q,6.65,6.65,6.65,6.65,6.65,6.65,2,200,1330.00,
530803,BHAGIL      ,B ,Q,328.80,334.80,319.00,325.70,325.00,317.15,830,41451,13549574.00,
530809,BNR UDYOG   ,X ,Q,32.50,32.50,32.50,32.50,32.50,31.50,1,5,162.00,
530811,NETVISTA INF,T ,Q,2.66,2.66,2.66,2.66,2.66,2.80,2,1500,3990.00,
530813,KRBL LTD.   ,B ,Q,613.55,613.55,595.00,610.65,604.95,611.90,331,8080,4908656.00,
530815,REFNOL RESIN,X ,Q,40.55,44.00,40.55,42.50,42.50,42.30,6,1250,53005.00,
530821,SSPDL LTD   ,X ,Q,76.35,76.35,68.05,68.50,68.50,70.50,96,21249,1499123.00,
530825,DAIKAFFIL CH,X ,Q,72.10,75.95,71.25,72.65,72.55,71.65,74,8535,618999.00,
530829,CIL SECURITS,X ,Q,34.90,34.90,32.55,33.85,33.85,33.90,26,1051,34811.00,
530843,CUPID LTD   ,B ,Q,341.00,354.00,339.00,341.00,343.00,344.85,305,8716,3007909.00,
530845,SUNSHIELD CH,X ,Q,318.50,338.90,318.30,323.00,323.00,314.50,49,1843,598521.00,
530859,COSBOARD IND,X ,Q,41.05,42.75,41.00,41.00,42.75,41.00,14,1615,66229.00,
530867,SFLINTER    ,X ,Q,2.55,2.55,2.50,2.50,2.50,2.55,4,770,1945.00,
530871,CHEMBOND CHM,X ,Q,265.00,272.95,264.05,267.00,267.00,263.55,122,12555,3375448.00,
530883,SUPER CROP. ,X ,Q,27.00,27.80,26.00,26.60,26.60,26.50,306,59947,1618755.00,
530885,AURUM SOFT  ,XT,Q,2.78,2.78,2.78,2.78,2.78,2.78,1,14000,38920.00,
530889,ALKA INDIA  ,XT,Q,0.27,0.27,0.27,0.27,0.27,0.27,3,101,27.00,
530897,N.G.IND.LTD.,X ,Q,82.00,83.40,81.25,81.85,81.30,81.25,11,1427,116735.00,
530919,REMSONS IND.,T ,Q,87.10,88.00,85.00,87.90,88.00,85.55,26,946,81760.00,
530931,STANPACKS(I),X ,Q,7.75,7.75,7.64,7.64,7.64,7.79,2,125,966.00,
530943,SRI ADHIKARI,T ,Q,25.50,25.50,25.00,25.50,25.50,24.30,294,154776,3945251.00,
530951,RAMINFO     ,X ,Q,33.80,38.40,33.80,37.85,38.40,35.05,10,562,20406.00,
530953,SUNIL AGRO F,X ,Q,81.85,81.85,68.55,69.00,68.60,71.55,43,3713,269341.00,
530959,DIANA TEA CO,X ,Q,24.70,25.15,24.30,24.80,24.70,24.00,62,17400,433264.00,
530961,VIKASECO    ,B ,Q,40.00,42.30,38.50,40.70,40.70,39.85,5419,2260330,92075577.00,
530965,INDIAN OIL  ,A ,Q,419.90,422.40,410.55,416.55,416.55,417.75,8070,855456,357061430.00,
530973,ALFA ICA (I),XT,Q,79.30,79.30,79.30,79.30,79.30,75.55,1,1,79.00,
530977,SKCIL       ,XT,Q,175.50,179.00,167.00,169.00,169.00,174.45,6,351,61853.00,
530979,INDIA HOME  ,X ,Q,129.00,132.00,127.00,128.35,128.35,128.05,29,3484,456390.00,
530991,ROOPA INDUS ,X ,Q,14.60,15.00,13.77,13.81,13.77,14.29,8,1600,22781.00,
530993,SARTHAK GLOB,XT,Q,11.21,11.21,11.21,11.21,11.21,11.80,1,25,280.00,
530997,UNIQUE ORGAN,X ,Q,13.60,13.60,13.00,13.00,13.00,12.96,2,11,149.00,
530999,BALAJI AMINE,B ,Q,652.75,680.25,652.70,675.70,679.35,656.40,541,17027,11382707.00,
531025,VISAGAR FIN ,XT,Q,1.00,1.00,0.99,1.00,1.00,1.00,14,5990,5946.00,
531027,LIBORD SEC  ,X ,Q,11.00,11.00,11.00,11.00,11.00,10.90,1,200,2200.00,
531041,COMPETENT AU,X ,Q,260.00,260.00,249.00,250.05,249.00,250.30,42,1423,356666.00,
531043,DHAN JEEVAN ,XT,Q,31.00,32.65,31.00,32.65,32.65,31.10,3,199,6251.00,
531047,ADV POWER   ,X ,Q,2.42,2.42,2.42,2.42,2.42,2.31,2,2100,5082.00,
531080,SHRI KRISH  ,X ,Q,14.60,14.60,14.60,14.60,14.60,15.35,1,40,584.00,
531082,ALANKIT     ,B ,Q,64.00,66.05,62.50,66.00,66.05,62.95,326,67253,4343073.00,
531083,NIHAR INFO  ,X ,Q,13.80,14.88,13.80,14.50,14.50,14.50,8,1587,22979.00,
531091,UNITED CRED.,X ,Q,17.00,18.15,17.00,17.00,18.15,17.55,2,101,1718.00,
531092,OM MET INFRA,B ,Q,68.95,68.95,66.00,66.50,66.50,67.45,535,19532,1315865.00,
531099,RUBRA MEDICA,XT,Q,5.98,5.98,5.98,5.98,5.98,5.98,1,100,598.00,
531102,SURANA CORPO,T ,Q,0.85,0.85,0.85,0.85,0.85,0.89,1,400,340.00,
531109,ISHAN DYES  ,X ,Q,51.65,52.75,51.00,51.40,51.90,50.65,56,4642,239294.00,
531111,GOTHI PLASCO,P ,Q,13.96,13.96,13.96,13.96,13.96,13.30,1,100,1396.00,
531120,PATEL ENGG. ,B ,Q,76.25,76.80,74.30,75.05,75.05,74.90,617,90532,6853732.00,
531129,INANI MARBLE,X ,Q,21.05,23.80,21.00,21.10,23.80,21.10,8,513,10815.00,
531146,MEDICAMEN BI,X ,Q,700.00,709.00,677.00,698.60,695.00,703.80,211,10357,7200244.00,
531147,ALICON      ,B ,Q,685.20,698.00,669.95,679.75,679.75,656.50,125,2062,1406767.00,
531153,DILIGENT    ,XT,Q,16.10,17.30,16.00,16.50,17.30,16.50,6,3010,49268.00,
531156,ALFAVISON.OV,X ,Q,52.20,52.20,52.20,52.20,52.20,53.85,2,200,10440.00,
531157,ORGANIC COAT,XT,Q,16.00,16.00,15.50,15.50,15.50,15.25,4,730,11320.00,
531158,CATVISION   ,XT,Q,44.00,47.50,43.90,43.90,43.90,46.20,16,2045,90827.00,
531161,ABM KNOWLEDG,X ,Q,111.20,116.75,111.20,114.35,114.00,114.00,63,14725,1671422.00,
531162,EMAMI LTD.  ,A ,Q,1125.30,1151.35,1100.00,1140.65,1140.00,1124.35,1251,13537,15291394.00,
531169,SKP SECURE. ,X ,Q,72.75,72.75,70.90,71.00,71.00,72.70,16,380,27040.00,
531172,PRANAV.SPIN ,X ,Q,20.00,20.00,19.00,19.95,19.95,19.95,5,160,3159.00,
531173,SYSCHEM (I) ,X ,Q,14.30,15.00,13.50,13.67,14.00,14.02,38,5579,77997.00,
531175,BLS INFOTE  ,ST,Q,0.33,0.33,0.33,0.33,0.33,0.34,7,8000,2640.00,
531176,MEFCOM CAPIT,X ,Q,22.80,23.30,22.60,22.90,22.60,22.60,29,4429,102333.00,
531179,ARMAN FIN   ,T ,Q,278.00,283.30,270.00,275.00,275.00,269.85,31,3937,1102959.00,
531192,MIDINFRA    ,XT,Q,1.33,1.33,1.33,1.33,1.33,1.40,1,1,1.00,
531196,GAGAN POLYCO,SS,Q,3.48,3.59,3.42,3.42,3.42,3.59,19,17508,60067.00,
531198,DHANADACOL  ,XT,Q,3.20,3.51,3.19,3.51,3.51,3.35,6,4200,13460.00,
531201,SHILCHAR TEC,X ,Q,420.00,430.00,420.00,430.00,430.00,430.00,18,860,366991.00,
531209,NUCLE.SOFT E,B ,Q,438.00,451.40,419.85,423.25,425.00,435.60,1221,20540,8920238.00,
531212,NALIN LEASE ,X ,Q,26.50,26.50,26.50,26.50,26.50,25.40,3,624,16536.00,
531213,MANAP FIN   ,A ,Q,112.15,117.35,111.10,116.10,116.10,111.00,7237,1485721,171116420.00,
531215,RTS POWER CO,X ,Q,47.10,49.70,46.00,48.40,49.00,50.00,16,1420,65892.00,
531216,COMFORT INTE,XT,Q,1.54,1.54,1.54,1.54,1.54,1.57,41,32371,49851.00,
531223,ANJANI SYNT.,X ,Q,36.60,38.00,35.50,35.85,37.00,36.70,52,44070,1604906.00,
531227,DECO-MICA   ,P ,Q,28.35,28.35,28.35,28.35,28.35,27.00,1,100,2835.00,
531233,RASI ELECTRO,XT,Q,6.30,6.44,5.90,6.44,6.44,6.14,44,19158,122124.00,
531234,VICTORY PAPR,XT,Q,59.40,59.40,57.90,59.40,59.40,57.65,26,10113,597149.00,
531241,LINC PEN &PL,B ,Q,458.40,483.50,453.00,473.20,477.00,453.45,43,1871,879863.00,
531246,PRIMA IND.  ,XT,Q,17.10,17.10,17.10,17.10,17.10,17.10,18,2152,36799.00,
531253,INDIA GELAT.,X ,Q,123.65,124.00,123.65,124.00,124.00,122.55,2,51,6323.00,
531254,OPTIFIN     ,X ,Q,23.15,23.15,23.15,23.15,23.15,24.35,1,200,4630.00,
531255,PARAGON FIN.,X ,Q,29.80,29.80,29.80,29.80,29.80,28.40,1,20,596.00,
531266,VST TILLERS ,B ,Q,2424.95,2500.00,2424.95,2477.70,2473.85,2383.45,202,1346,3328839.00,
531273,RADHE DEVLOP,X ,Q,17.50,17.50,17.40,17.50,17.50,16.70,11,2601,45499.00,
531274,KINETIC TRUS,XT,Q,9.01,9.01,9.01,9.01,9.01,8.95,1,250,2252.00,
531278,ELIXIR      ,X ,Q,45.90,45.90,42.20,42.35,45.75,42.55,23,635,28039.00,
531280,PANKAJ POLY.,X ,Q,17.25,17.25,17.25,17.25,17.25,17.85,1,100,1725.00,
531287,NAT PLASTIC ,X ,Q,41.40,41.95,40.50,41.75,41.75,41.00,18,2202,90387.00,
531289,NATFIT      ,X ,Q,230.00,230.00,218.00,221.80,222.00,221.35,45,2816,623310.00,
531306,DHP INDIA LT,X ,Q,562.00,609.00,557.00,578.85,577.00,562.50,215,5487,3222706.00,
531307,SRK INDUS   ,X ,Q,2.50,2.50,2.50,2.50,2.50,2.50,1,1,2.00,
531310,AVAILABLE FI,X ,Q,8.99,8.99,8.99,8.99,8.99,8.74,1,30,269.00,
531323,SANTARAM SPN,X ,Q,5.45,5.48,5.45,5.48,5.48,5.22,2,150,820.00,
531328,KRETTOSYS   ,X ,Q,32.15,32.15,32.15,32.15,32.15,32.15,3,20,643.00,
531335,ZYDUS WELL  ,B ,Q,1006.90,1010.00,997.95,1005.00,1005.00,1000.65,32,481,482512.00,
531337,IRISMEDIA   ,ST,Q,24.00,24.00,23.90,24.00,24.00,23.60,8,1100,26380.00,
531339,JAIHIND PROJ,B ,Q,5.65,5.65,5.65,5.65,5.65,5.69,3,500,2825.00,
531340,BERVIN INV. ,XT,Q,16.25,16.25,16.25,16.25,16.25,17.10,3,420,6825.00,
531343,INDINFRA    ,X ,Q,13.05,13.05,13.05,13.05,13.05,13.70,1,21,274.00,
531344,CONTAIN.CORP,A ,Q,1377.00,1405.50,1369.00,1382.65,1382.65,1390.55,1265,18886,26071637.00,
531346,EASTERN TRED,X ,Q,95.35,100.60,95.35,100.60,100.60,96.05,3,250,24882.00,
531349,PANACEA BIOT,B ,Q,302.25,307.00,290.30,295.65,295.65,302.25,2363,73090,21843097.00,
531352,PEETI SECURT,XT,Q,7.22,7.22,7.22,7.22,7.22,7.59,1,20,144.00,
531358,CHOICE INT. ,XT,Q,193.05,194.00,189.95,190.85,190.30,191.00,201,19502,3746971.00,
531359,SHRIRAM ASSE,XT,Q,85.00,88.85,85.00,88.85,88.85,85.00,5,544,47554.00,
531360,GOLECHA GLOB,XT,Q,12.60,12.60,12.60,12.60,12.60,13.26,1,1,12.00,
531364,AQUAPIV     ,X ,Q,26.25,26.75,26.25,26.75,26.75,26.75,2,2,53.00,
531367,DOLLEX IND. ,X ,Q,4.20,4.26,4.20,4.26,4.26,4.06,16,6790,28865.00,
531373,BYKE HOSP   ,B ,Q,189.75,195.65,182.95,188.20,188.20,187.55,735,36379,6882529.00,
531381,ARIHANT FOUN,T ,Q,52.15,55.60,52.15,55.60,55.60,54.85,2,4,212.00,
531390,UPSURGE INV.,XT,Q,73.40,75.00,72.00,74.45,74.50,73.40,15,35800,2579458.00,
531398,SOURCENTRL  ,XT,Q,115.10,115.10,115.10,115.10,115.10,117.40,9,507,58355.00,
531400,ALMONDZ GLO ,T ,Q,26.00,26.00,26.00,26.00,26.00,26.55,7,1130,29380.00,
531404,ZICOM ELECTR,B ,Q,25.50,28.45,25.50,26.80,26.80,24.40,1504,262713,7164045.00,
531410,GUJ.FOILS   ,X ,Q,14.65,14.70,14.65,14.70,14.70,14.65,9,3701,54279.00,
531413,KIRAN PRINT ,X ,Q,4.04,4.04,3.66,3.66,3.66,3.85,6,609,2266.00,
531417,MEGA CORPN. ,X ,Q,1.25,1.25,1.25,1.25,1.25,1.23,8,61902,77377.00,
531426,TAMIL.NEWSPR,B ,Q,413.00,420.85,407.75,409.60,413.15,417.00,430,17571,7261698.00,
531429,ADVENT COMP.,XT,Q,2.94,2.94,2.66,2.66,2.66,2.80,5,1000,2918.00,
531431,SHAKTI PUMPS,B ,Q,543.70,569.00,507.70,523.75,523.75,537.35,6170,194782,106185057.00,
531436,SAFFRON IND ,XT,Q,7.50,7.66,7.50,7.59,7.66,7.30,8,3140,23790.00,
531437,PWASML      ,XT,Q,51.50,51.70,48.60,48.60,48.60,49.25,12,561,28881.00,
531439,GOLDSTONE EN,T ,Q,14.60,15.65,14.60,15.00,15.00,15.10,14,11282,170974.00,
531444,VARDHMAN    ,X ,Q,6.65,6.71,6.65,6.70,6.70,7.00,5,1539,10291.00,
531448,SAFAL SECURI,XT,Q,1.09,1.15,1.05,1.15,1.15,1.10,12,5020,5398.00,
531449,GRM OVERSEAS,X ,Q,262.05,267.75,257.50,258.75,257.60,271.05,12,578,149578.00,
