SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1637.05,1715.35,1635.00,1702.25,1702.25,1657.30,1892,24718,41533846.00,
500003,AEGIS LOGIS ,A ,Q,248.05,281.00,246.90,276.05,276.05,249.65,2800,123263,33003670.00,
500008,AMAR RAJA BA,A ,Q,808.00,824.25,790.75,804.05,804.05,807.75,1092,31445,25442441.00,
500009,A.SARABHAI  ,XT,Q,13.18,13.18,12.52,12.90,12.90,12.56,211,133520,1739625.00,
500010,HDFC        ,A ,Q,1957.50,1974.10,1933.80,1967.55,1969.90,1955.70,3233,104081,204088081.00,
500012,ANDHRA PETRO,X ,Q,70.45,70.80,66.95,67.05,66.95,70.45,492,149253,10143283.00,
500013,ANSAL INFRAS,B ,Q,27.10,27.10,25.60,26.10,26.10,26.55,274,64988,1728491.00,
500014,APPLE FINANC,X ,Q,3.40,3.63,3.38,3.63,3.63,3.46,26,7225,26173.00,
500020,BOM DYEING  ,A ,Q,229.45,232.50,206.00,221.50,221.50,227.85,7471,1010611,224673679.00,
500023,ASIANHOTNR  ,B ,Q,290.00,290.50,265.00,270.10,270.10,264.10,188,8389,2398806.00,
500024,ASSAMCO     ,T ,Q,4.85,5.11,4.85,4.96,4.96,4.96,66,64295,320675.00,
500027,ATUL LTD.   ,A ,Q,2748.00,2764.00,2680.00,2724.20,2724.20,2719.10,208,1008,2743412.00,
500028,ATV PROJECTS,XT,Q,10.80,11.49,10.80,11.48,11.49,10.95,71,22622,256986.00,
500029,AUTOLITE(I) ,B ,Q,68.00,69.25,66.85,68.30,68.50,65.45,65,6193,426401.00,
500031,BAJAJ ELECT.,A ,Q,487.55,499.00,465.05,471.35,471.35,487.70,1462,61440,30101233.00,
500032,BAJAJHIND   ,A ,Q,14.35,14.35,13.90,14.04,14.04,14.25,739,754432,10655566.00,
500033,FORCE MOTR  ,B ,Q,3051.10,3130.00,3040.00,3077.05,3077.05,3049.65,4186,39192,121031051.00,
500034,BAJFINANCE  ,A ,Q,1677.00,1761.70,1645.80,1731.50,1731.50,1677.50,3802,106335,180712944.00,
500038,BALRAM.CHINI,A ,Q,122.00,122.40,116.25,118.55,118.60,122.15,1888,143473,17171269.00,
500039,BANCO PROD. ,B ,Q,236.70,240.20,230.60,237.10,236.60,234.75,757,33836,7988081.00,
500040,CENTURY TEXT,A ,Q,1395.00,1396.50,1338.60,1384.00,1377.00,1386.60,1339,45162,62131594.00,
500041,BANNARI AMAN,B ,Q,1847.90,1847.90,1835.00,1846.85,1835.00,1877.35,2,12,22161.00,
500042,BASF INDIA  ,B ,Q,2126.00,2215.00,2045.10,2060.75,2061.20,2136.05,555,3211,6849699.00,
500043,BATA INDIA  ,A ,Q,710.25,718.00,693.90,711.75,711.75,705.80,2322,64496,45619681.00,
500048,BEML LTD    ,A ,Q,1459.90,1493.95,1434.60,1453.90,1461.90,1453.50,1555,30830,45093183.00,
500049,BHARAT ELECT,A ,Q,170.00,171.20,161.40,161.90,161.90,169.40,9325,641396,105804983.00,
500052,BHANSALI ENG,B ,Q,171.80,178.20,163.60,177.05,177.05,169.75,2756,338729,58909396.00,
500055,BHUSH STEEL ,B ,Q,52.25,52.70,49.30,49.90,49.90,51.20,3831,952504,48229552.00,
500058,BIHAR SPONGE,XT,Q,2.48,2.70,2.46,2.50,2.50,2.58,28,10291,25556.00,
500059,BINANI IND. ,T ,Q,104.00,105.00,102.00,102.95,102.95,104.60,221,15214,1576644.00,
500060,BIRLACABLE  ,T ,Q,55.00,56.75,52.35,55.50,54.50,55.10,66,7803,430793.00,
500067,BLUE STAR   ,A ,Q,761.90,768.00,729.25,733.30,730.00,752.00,459,204175,151089620.00,
500068,DISA INDIA  ,X ,Q,5920.00,6005.00,5920.00,6000.00,6000.00,6000.20,9,45,269945.00,
500069,BNK CAPITAL ,X ,Q,125.00,131.95,124.25,125.40,125.40,125.30,20,493,62541.00,
500074,BPL LTD.    ,B ,Q,102.15,103.60,97.80,100.05,100.05,101.95,1615,235595,23928270.00,
500078,CAMPH.& ALL ,X ,Q,1084.80,1113.40,1075.00,1103.40,1105.00,1106.95,84,1942,2118820.00,
500083,CENTURY EXT ,B ,Q,6.89,6.89,6.12,6.30,6.30,6.43,80,31551,200442.00,
500084,CESC LTD.   ,A ,Q,1060.05,1066.75,1019.00,1043.30,1043.30,1054.90,1413,33993,35506959.00,
500085,CHAMBAL FERT,A ,Q,161.00,164.60,150.05,152.85,152.85,160.40,3937,417026,66126082.00,
500086,EXIDE IND.  ,A ,Q,223.80,224.20,215.55,219.40,220.00,223.80,1873,197494,43294960.00,
500087,CIPLA LTD.  ,A ,Q,588.25,596.65,581.00,586.75,589.90,587.45,1931,61675,36365833.00,
500089,DIC INDIA   ,B ,Q,544.20,550.00,544.20,550.00,550.00,556.95,2,29,15926.00,
500092,CRISIL LTD  ,A ,Q,1957.00,1979.50,1936.60,1974.10,1974.10,1944.30,164,1378,2706147.00,
500093,CGPOWER     ,A ,Q,90.60,92.35,88.00,91.75,90.85,91.10,1381,462646,42124456.00,
500096,DABUR (I)   ,A ,Q,356.90,359.25,348.85,349.70,350.90,354.35,3049,165488,58704524.00,
500097,DALMIASUG   ,B ,Q,107.80,109.50,105.65,108.50,109.45,106.20,564,37328,4025429.00,
500101,ARVIND Ltd  ,A ,Q,413.00,416.75,397.45,405.95,405.95,411.95,2271,171306,69873549.00,
500102,BALARPUR IND,B ,Q,15.90,16.20,15.10,15.30,15.30,15.70,739,528033,8209865.00,
500103,BHEL        ,A ,Q,101.25,102.20,97.25,100.30,100.30,100.25,4638,1032997,103656607.00,
500104,HIND.PETRO  ,A ,Q,398.00,409.10,390.20,392.40,392.40,396.50,5589,334341,133184365.00,
500106,IFCI LTD    ,A ,Q,28.50,28.75,27.10,28.20,28.05,28.50,3244,1968517,55237785.00,
500108,MAHA.TELE   ,B ,Q,25.50,25.85,24.00,24.25,24.25,25.15,1556,791912,19756460.00,
500109,MRPL        ,A ,Q,129.40,130.35,125.55,128.70,128.70,128.20,1258,206614,26292496.00,
500110,CHENNAI PET.,A ,Q,414.10,417.90,403.85,406.95,405.10,413.50,770,40092,16453680.00,
500111,REL.CAP.    ,A ,Q,491.35,504.00,467.70,485.90,485.90,490.20,9322,819071,399857581.00,
500112,STATE BANK  ,A ,Q,316.05,317.45,304.50,305.55,305.55,312.75,16984,2992953,928444367.00,
500113,STEEL AUTH. ,A ,Q,90.10,90.80,86.20,89.30,89.30,88.90,3186,1339395,118993620.00,
500114,TITAN       ,A ,Q,870.00,879.45,814.00,831.30,831.30,869.05,10501,468694,392042239.00,
500116,IDBI BANK L ,A ,Q,60.40,64.70,58.55,63.65,63.65,60.35,6247,1882019,116781044.00,
500117,DCW LTD.    ,T ,Q,39.90,40.75,39.10,40.00,40.25,39.70,222,70376,2810765.00,
500119,DHAMPUR SUGA,B ,Q,195.00,195.00,181.75,182.70,184.35,190.05,1482,134817,25223513.00,
500120,DIAMINES&CHM,X ,Q,118.00,119.00,113.50,118.10,118.10,111.50,489,46277,5443532.00,
500123,ELANTAS     ,B ,Q,2299.95,2300.05,2200.00,2218.75,2215.00,2262.70,106,1017,2269143.00,
500124,DR.REDDY'S  ,A ,Q,2231.00,2232.00,2151.15,2156.95,2156.95,2225.25,6688,137221,298794302.00,
500125,E.I.D.PAR   ,A ,Q,334.15,334.15,324.05,325.95,325.35,328.65,1229,31442,10316253.00,
500126,MERCK LTD   ,B ,Q,1457.95,1485.00,1449.35,1459.35,1459.35,1468.45,323,3045,4469119.00,
500128,ELEC.CASTING,B ,Q,34.20,35.15,34.00,34.65,34.80,34.10,408,88700,3065099.00,
500132,EMPEE SUGARS,X ,Q,4.65,4.65,4.40,4.65,4.65,4.57,17,2875,13095.00,
500133,ESAB INDIA  ,B ,Q,766.00,800.00,742.00,788.40,788.40,771.30,76,634,496245.00,
500135,ESSEL PROP  ,B ,Q,289.00,292.00,278.45,285.80,289.00,284.95,198,10587,3053219.00,
500136,ESTER INDUS.,B ,Q,73.40,77.50,70.30,73.55,73.55,74.00,2160,356195,25974350.00,
500139,FEDDERELEC  ,B ,Q,79.40,79.40,76.10,76.70,77.00,79.65,229,26686,2070372.00,
500141,FERRO ALLOYS,XT,Q,11.90,12.70,11.80,12.12,12.00,12.40,119,53263,648459.00,
500142,FGP LTD.    ,XT,Q,1.35,1.35,1.35,1.35,1.35,1.38,1,500,675.00,
500144,FINOL. CABLE,A ,Q,731.80,731.80,708.00,720.45,721.75,731.20,432,4348,3127334.00,
500147,CMI FPE     ,X ,Q,1177.00,1199.90,1153.00,1158.55,1158.55,1174.90,58,2370,2776502.00,
500148,UFLEX LTD   ,A ,Q,424.40,429.55,415.15,419.95,419.95,422.70,578,26457,11220568.00,
500150,FOSECO INDIA,B ,Q,1785.00,1864.10,1760.00,1782.75,1770.05,1796.50,35,160,286127.00,
500153,GANESH BENZO,X ,Q,87.90,88.00,84.00,87.35,87.50,85.95,438,71772,6200307.00,
500155,GARDEN SILK ,B ,Q,44.85,44.85,39.10,41.10,41.00,40.40,274,29680,1229899.00,
500159,METROGLOBL  ,X ,Q,89.50,92.85,89.30,91.20,90.00,92.00,17,1590,144513.00,
500160,GTL LTD.    ,B ,Q,14.38,14.45,14.01,14.14,14.19,14.20,90,18432,261623.00,
500163,GODFREY PH  ,A ,Q,917.00,985.00,904.00,927.85,927.85,921.85,2858,58868,55366850.00,
500164,GODREJ IND  ,A ,Q,615.75,618.95,605.05,612.35,612.65,605.80,493,11647,7132563.00,
500165,KANSAI NERO ,A ,Q,501.60,525.70,501.60,509.55,509.55,509.20,896,260280,132696055.00,
500166,GOODRICKE   ,X ,Q,449.80,450.00,415.00,428.70,434.00,438.85,290,11839,5107697.00,
500168,GOODYEAR (I),B ,Q,1133.95,1137.90,1070.00,1079.00,1079.00,1121.90,1229,23391,25646580.00,
500170,GTN INDUS   ,B ,Q,17.25,17.70,16.25,17.00,17.00,17.50,35,5240,89209.00,
500171,GHCL LTD    ,A ,Q,312.15,321.05,309.40,319.00,319.00,308.35,2127,144206,45539839.00,
500173,GUJ.FLOURO  ,B ,Q,835.00,838.40,801.10,820.30,820.30,832.65,213,4300,3536957.00,
500179,HCL INFOSYS ,A ,Q,54.20,58.00,54.20,56.90,56.90,53.50,4208,922289,51991594.00,
500180,HDFC BANK   ,A ,Q,2007.00,2014.00,1986.10,1992.25,1990.80,2006.35,2389,79163,158414737.00,
500182,HEROMOTOCO  ,A ,Q,3720.00,3743.95,3694.85,3734.40,3734.40,3691.60,3270,22458,83673074.00,
500183,HIMACHAL FUT,A ,Q,29.25,30.40,28.50,29.50,29.50,29.20,3573,2482329,73356059.00,
500184,HSCL        ,B ,Q,178.70,186.40,170.55,181.85,181.85,176.50,3234,383896,69104791.00,
500185,HIND.CONSTN.,A ,Q,40.20,40.90,38.60,39.55,39.55,39.35,5821,2723328,109059088.00,
500186,HIND.OIL EXP,B ,Q,127.50,131.30,124.90,128.05,128.05,127.10,1395,186572,23829275.00,
500187,HSIL        ,B ,Q,439.00,442.75,424.00,435.50,433.70,434.10,506,42229,18533341.00,
500188,HINDUS.ZI   ,A ,Q,309.70,311.15,300.50,307.75,307.75,310.05,1897,166829,51216073.00,
500189,HINDUJA VENT,B ,Q,729.60,739.95,700.00,705.95,700.00,731.10,126,1669,1193138.00,
500191,HMT LTD.    ,Z ,Q,37.95,39.00,37.00,37.60,37.60,37.20,81,10816,414170.00,
500192,PRAG BOSIMI ,XT,Q,3.80,4.00,3.65,3.65,3.65,3.81,9,3051,11461.00,
500193,HOTEL LEELA.,B ,Q,21.85,22.15,21.05,21.30,21.30,21.80,266,85790,1843064.00,
500199,I.G.PETRO   ,B ,Q,720.00,720.00,679.05,701.70,701.70,704.30,737,21022,14669355.00,
500201,IND.GLYCOLS ,B ,Q,524.65,551.20,519.65,521.80,523.50,522.25,3504,145056,77162768.00,
500206,MARGO FIN   ,XT,Q,15.75,15.75,15.75,15.75,15.75,15.75,3,300,4725.00,
500207,INDO RAMA   ,B ,Q,42.85,44.50,42.00,42.90,42.80,42.50,340,100965,4357864.00,
500209,INFOSYS LTD ,A ,Q,1150.00,1158.00,1120.00,1144.50,1144.50,1150.65,10221,672082,766966223.00,
500210,INGERSOLL   ,B ,Q,777.40,783.00,766.00,770.05,770.10,779.70,203,4052,3141127.00,
500211,INSILCO LTD.,XT,Q,26.70,29.00,26.70,27.55,27.55,28.00,58,11732,330913.00,
500212,INTEG.FIN.SE,XT,Q,39.80,39.80,37.95,37.95,37.95,39.90,4,193,7629.00,
500213,INTER.TRAVEL,X ,Q,211.00,216.80,208.10,210.50,211.50,212.85,91,3714,784891.00,
500214,ION EXCHANGE,XT,Q,560.00,572.00,546.15,551.15,546.15,560.35,227,7299,4059368.00,
500215,AGRO TECH FO,B ,Q,652.00,685.00,639.65,654.30,660.75,649.10,284,3360,2219952.00,
500219,JAIN IRRIG  ,A ,Q,142.00,143.25,123.70,126.75,126.75,139.95,28540,5450529,737072574.00,
500220,JASCH INDUST,X ,Q,78.00,78.00,68.55,71.00,72.70,72.90,70,11313,811530.00,
500223,JCT LTD     ,X ,Q,3.65,3.80,3.50,3.71,3.71,3.71,341,268943,1002518.00,
500227,JINDAL POLYF,B ,Q,344.50,364.20,344.50,360.80,361.00,347.65,819,23280,8237159.00,
500228,JSWSL       ,A ,Q,295.00,306.40,285.60,302.20,302.20,290.15,6078,694654,206343075.00,
500231,UMANG DAIR  ,B ,Q,99.00,103.80,98.10,99.40,99.20,96.80,715,44458,4468960.00,
500233,KAJARIA CER.,A ,Q,638.00,642.00,615.05,630.55,630.55,633.70,1702,302353,188592476.00,
500234,KAKATIYA CEM,B ,Q,369.50,377.95,365.00,373.55,369.00,366.45,387,19409,7243804.00,
500235,KALYANI STEL,B ,Q,349.60,357.35,346.15,352.40,352.40,347.20,802,26279,9275275.00,
500238,WHIRLPOOL   ,A ,Q,1480.00,1504.95,1460.00,1495.25,1495.25,1476.60,195,1054,1565331.00,
500239,KG DENIM    ,X ,Q,65.00,66.80,63.50,64.00,63.70,63.40,117,19740,1284353.00,
500240,KINETIC ENG.,ST,Q,86.00,89.00,84.00,85.60,85.00,86.05,111,18523,1594241.00,
500241,KIRL.BROS.  ,B ,Q,344.30,377.00,344.00,373.00,373.00,346.15,930,24727,9039612.00,
500243,KIRL INDUS  ,B ,Q,1345.35,1351.05,1318.80,1340.80,1340.80,1399.00,17,81,108634.00,
500245,KIRL.FERROUS,B ,Q,99.60,100.85,91.30,99.00,99.00,99.65,1108,146109,14261902.00,
500247,KOTAK MAH.BK,A ,Q,1107.00,1130.50,1107.00,1120.30,1120.30,1109.75,2918,100956,113224128.00,
500249,KSB PUMPS   ,B ,Q,907.95,908.15,870.00,872.35,872.35,890.80,333,5676,5048561.00,
500250,L.G.BALKRISH,B ,Q,997.10,998.10,953.20,975.50,975.50,987.45,116,1541,1513298.00,
500251,TRENT LTD.  ,A ,Q,320.00,325.15,313.05,315.65,315.00,315.90,912,14181,4534831.00,
500252,LAKSHMI MACH,A ,Q,6040.05,6117.90,5950.00,6084.10,6060.00,6004.90,240,860,5183345.00,
500253,LIC HOUS.FIN,A ,Q,537.00,544.65,528.00,532.30,531.00,534.40,5276,236877,127153005.00,
500254,UTTAMVALUE  ,B ,Q,0.31,0.31,0.28,0.29,0.29,0.31,703,19782921,5771892.00,
500255,LML LTD.    ,T ,Q,9.00,9.14,8.82,8.95,8.95,9.02,74,20682,185418.00,
500257,LUPIN LTD.  ,A ,Q,885.00,886.95,853.90,863.35,863.35,883.65,5479,194114,168220145.00,
500259,LYKA LABS   ,B ,Q,63.60,63.70,60.80,61.75,61.75,63.30,309,32482,2034009.00,
500260,RAMCOCEM    ,A ,Q,769.15,769.15,735.20,756.15,755.50,760.20,651,17262,13017320.00,
500264,MAFATLAL IND,X ,Q,311.00,315.00,305.25,314.60,310.50,310.05,12,248,77492.00,
500265,MAH.SEAMLESS,B ,Q,507.60,515.00,500.00,506.85,506.85,505.15,217,3587,1823494.00,
500266,MAH.SCOOTER ,B ,Q,2677.00,2728.00,2487.90,2703.20,2701.25,2669.95,110,649,1704698.00,
500267,MAJESTIC AUT,XT,Q,194.95,197.00,183.00,194.70,192.00,190.15,70,8340,1609864.00,
500268,MANALI PETRO,B ,Q,36.85,37.00,35.55,35.75,36.00,36.80,472,133659,4831659.00,
500271,MFSL        ,A ,Q,535.00,550.20,533.90,541.75,540.80,533.60,1432,56343,30470004.00,
500279,MIRC ELECT  ,B ,Q,53.40,55.40,51.70,53.70,53.70,52.80,1157,355218,19405048.00,
500280,CENTURY ENKA,B ,Q,325.20,346.50,321.30,342.60,342.60,322.80,398,16190,5450513.00,
500284,LORDS CHLORO,XT,Q,59.00,64.00,59.00,63.90,63.90,62.00,10,1085,69172.00,
500285,SPICEJET LTD,B ,Q,124.25,142.00,122.25,131.40,131.40,124.25,27576,6918351,913822394.00,
500288,MOREPEN LAB.,B ,Q,35.15,36.00,33.35,34.55,34.55,34.85,1540,552561,19238968.00,
500290,MRF LTD.    ,A ,Q,68111.05,72615.75,67203.90,71913.15,71913.15,68565.90,2634,4173,296814383.00,
500292,HEIDEL CEM  ,A ,Q,157.50,161.65,152.00,159.10,159.50,156.00,487,38561,6100612.00,
500294,NCC         ,A ,Q,123.00,128.20,118.80,124.50,124.50,122.60,4266,746237,92854737.00,
500295,VEDL        ,A ,Q,339.50,345.80,329.15,341.10,341.10,339.50,11974,1574360,531418517.00,
500296,NAHAR SPG.  ,B ,Q,118.80,119.40,115.05,115.60,115.50,117.05,140,16790,1968224.00,
500298,NAT.PEROXIDE,X ,Q,2100.00,2127.95,2051.05,2065.70,2065.70,2060.70,251,2463,5119878.00,
500300,GRASIM IND. ,A ,Q,1170.00,1195.20,1135.05,1185.45,1185.45,1157.30,1950,54176,63318508.00,
500302,PEL         ,A ,Q,2750.00,2773.30,2663.25,2744.65,2744.65,2735.70,1460,28041,76714380.00,
500304,NIIT LTD.   ,A ,Q,103.40,106.00,101.60,102.25,102.25,102.25,2263,269368,27896254.00,
500306,JAYKAY      ,X ,Q,9.20,9.80,9.00,9.42,9.69,9.30,35,12764,118744.00,
500307,NIRLON      ,B ,Q,216.10,216.10,206.80,207.10,206.80,212.80,27,6427,1363427.00,
500312,ONGC CORPN  ,A ,Q,204.00,207.10,194.15,195.10,195.10,203.35,5672,793893,159075262.00,
500313,OIL COUNTRY ,B ,Q,51.60,51.60,50.00,50.55,50.90,50.70,63,9039,456930.00,
500314,ORIENT HOTEL,B ,Q,56.05,57.50,54.05,56.25,55.80,55.30,389,62174,3466117.00,
500315,ORINTAL BANK,A ,Q,115.55,117.20,113.25,114.05,114.10,115.65,2356,401918,46403650.00,
500317,OSWAL AGRO. ,T ,Q,14.90,15.50,14.65,14.69,14.69,14.90,87,19205,288914.00,
500319,INDIAN SUCRO,XT,Q,45.80,45.80,41.50,42.40,42.40,43.65,39,2720,116822.00,
500322,PANYAM CEMEN,X ,Q,57.15,59.00,57.15,57.50,57.35,57.15,65,7647,444893.00,
500325,RELIANCE    ,A ,Q,964.40,971.25,938.20,944.10,944.10,961.15,9362,758632,722196826.00,
500327,PILITA      ,T ,Q,15.85,15.85,15.00,15.50,15.75,15.55,103,43550,664953.00,
500330,RAYMOND     ,A ,Q,1045.00,1062.00,947.65,1019.55,1017.00,1049.15,3565,107784,108561188.00,
500331,PIDILITE    ,A ,Q,893.05,904.80,871.40,897.40,897.40,896.00,1617,35510,31511093.00,
500333,PIX TRANS   ,X ,Q,186.00,187.25,178.10,179.85,181.25,183.80,267,17079,3097066.00,
500335,BIRLA CORPN.,B ,Q,1115.00,1200.00,1115.00,1183.70,1185.45,1125.15,468,4395,5119929.00,
500336,SURYA ROSHNI,B ,Q,404.60,407.05,385.00,394.35,395.00,400.40,399,17339,6902203.00,
500337,PRIME SECUR.,B ,Q,50.30,50.50,49.45,49.95,49.95,49.90,120,11543,575734.00,
500338,PRISM CEMENT,B ,Q,140.00,140.75,130.95,134.65,134.65,138.45,1658,147225,20170593.00,
500339,RAIN        ,A ,Q,379.25,386.75,358.00,362.85,362.85,380.90,7074,579508,216195055.00,
500343,AMJLAND     ,B ,Q,24.60,26.50,24.60,26.40,26.50,25.45,41,7733,201369.00,
500346,PUN.COMMUNI.,X ,Q,41.00,41.00,40.10,40.10,40.10,40.50,13,1228,50041.00,
500350,RSWM  LTD   ,B ,Q,355.00,357.50,342.65,345.15,342.65,357.15,158,2542,897408.00,
500354,RAJSH.SUGAR ,B ,Q,47.25,47.25,46.35,46.35,46.35,46.70,39,2842,132225.00,
500355,RALLIS INDIA,A ,Q,250.95,255.05,245.00,245.35,245.35,249.65,1823,122669,30690504.00,
500356,RAMANEWS    ,B ,Q,28.00,30.00,28.00,29.85,29.65,28.60,88,13310,391220.00,
500357,RAMA PAPER  ,X ,Q,9.99,9.99,9.97,9.97,9.97,9.65,7,1400,13978.00,
500360,RAPICUT CARB,X ,Q,73.15,75.10,73.15,73.55,73.50,74.80,46,12220,902778.00,
500365,RMGALLOY    ,XT,Q,11.42,11.42,11.42,11.42,11.42,11.65,10,17998,205537.00,
500366,ROLTA (I)   ,B ,Q,68.30,69.10,65.30,66.20,66.20,67.90,2080,377723,25528615.00,
500367,RUBFILA INT.,X ,Q,76.40,78.95,76.40,77.20,77.40,76.60,146,15914,1231592.00,
500368,RUCHI SOYA  ,B ,Q,17.70,17.70,16.70,16.85,16.80,17.15,338,148958,2538324.00,
500370,SALORA INT. ,T ,Q,50.05,50.05,50.05,50.05,50.05,51.95,1,900,45045.00,
500372,SAMTEL COL  ,Z ,Q,1.32,1.32,1.32,1.32,1.32,1.38,6,25300,33396.00,
500378,JINDAL SAW  ,A ,Q,149.40,156.00,137.00,151.20,151.20,149.50,4870,662573,97716389.00,
500380,JK LAKSHMI  ,A ,Q,409.45,420.00,399.55,413.00,414.95,411.75,208,204102,85691839.00,
500387,SHREE CEMENT,A ,Q,17305.95,17575.25,17183.50,17423.30,17430.00,17212.45,955,3228,56110628.00,
500388,SHREE KRISHN,XT,Q,35.80,35.90,33.05,33.05,33.05,34.25,4,750,26487.00,
500390,REL INFRA   ,A ,Q,495.10,504.30,480.05,492.65,492.65,497.15,4205,306245,151453273.00,
500399,STEELCO GUJ.,X ,Q,9.25,9.25,8.55,8.98,9.00,8.75,25,4653,41340.00,
500400,TATA POWER  ,A ,Q,89.20,90.85,87.55,89.60,89.60,89.10,3963,1083216,97043959.00,
500402,SPMLINFRA   ,B ,Q,136.00,137.50,132.10,135.85,135.70,134.70,108,17835,2419055.00,
500403,SUNDARAM FAS,A ,Q,526.10,542.00,521.00,533.95,531.00,524.20,331,5893,3131840.00,
500404,SUNFLAG IRON,B ,Q,82.65,85.40,81.00,82.05,82.05,82.55,1084,207947,17170962.00,
500405,SUPREME PET ,B ,Q,370.90,373.90,369.25,372.55,372.05,370.90,203,3638,1353094.00,
500407,SWARAJ ENGIN,B ,Q,1983.90,2000.00,1981.25,1986.90,1985.00,1967.65,204,1528,3041054.00,
500408,TATA ELXSI  ,A ,Q,1063.90,1075.45,981.85,1025.55,1030.00,1062.15,3168,106452,109605445.00,
500410,ACC LTD     ,A ,Q,1710.00,1745.15,1698.35,1733.05,1731.30,1716.40,650,9179,15842674.00,
500411,THERMAX     ,A ,Q,1251.35,1305.00,1251.35,1283.60,1283.60,1221.20,761,4636,5957269.00,
500412,THIRUMALAI  ,B ,Q,2005.05,2094.75,1971.80,2044.00,2044.00,2001.65,1925,26224,53371173.00,
500413,THOMAS COOK ,B ,Q,239.80,242.95,230.50,234.10,234.10,234.90,642,15682,3710729.00,
500414,TIMEX GROUP ,X ,Q,62.30,63.00,56.25,56.30,56.30,62.45,673,380058,22158079.00,
500418,TOKYO PLAST ,B ,Q,119.60,122.00,119.00,120.20,119.95,120.35,65,2024,244197.00,
500420,TORRENT PHAR,A ,Q,1365.00,1375.95,1345.65,1356.40,1352.50,1362.95,223,2303,3122637.00,
500422,TRANSCHEM   ,X ,Q,36.80,36.80,32.50,34.95,35.00,34.80,78,3113,106232.00,
500425,AMBUJA CEME ,A ,Q,263.10,268.60,260.40,264.85,264.85,261.05,1756,138828,36760465.00,
500429,UNIPHOS ENT.,B ,Q,91.00,91.90,89.00,90.50,90.50,89.10,30,2529,229191.00,
500439,VARD HOLDNG ,B ,Q,4752.85,4786.20,4550.00,4582.85,4582.85,4724.40,63,116,537974.00,
500440,HINDALCO    ,A ,Q,259.40,259.40,249.00,256.95,258.50,255.85,3842,691477,176314143.00,
500444,WEST COAS PA,B ,Q,264.30,278.00,259.70,272.70,273.00,266.70,588,27108,7324280.00,
500449,HIND.ORG.CHM,T ,Q,28.10,29.50,27.10,27.45,27.45,28.25,257,83002,2336112.00,
500450,MPIL CORP L ,XT,Q,182.85,202.05,182.85,183.00,183.00,192.45,11,462,89458.00,
500456,PAS.ACRYLON ,X ,Q,25.00,26.00,24.70,25.85,25.75,24.95,164,65388,1651632.00,
500459,PROCTER &GAM,A ,Q,9231.70,9314.90,9166.65,9232.85,9300.00,9244.10,129,355,3275250.00,
500460,MUKAND LTD. ,B ,Q,85.05,86.80,84.35,84.90,84.90,85.05,298,29171,2489352.00,
500464,UCAL FUEL   ,B ,Q,278.00,300.90,274.00,291.75,291.75,281.20,1425,62145,18001328.00,
500467,HARR.MALAYAL,T ,Q,84.50,87.00,83.30,86.45,86.95,84.95,52,3581,302967.00,
500469,FEDERAL BANK,A ,Q,101.00,101.25,97.45,97.85,97.85,100.45,2865,792195,78438699.00,
500470,TATA STEEL  ,A ,Q,706.25,712.65,682.20,696.30,696.30,705.05,9179,666215,463724811.00,
500472,SKF INDIA   ,A ,Q,1769.00,1799.00,1735.00,1776.50,1775.00,1751.00,97,571,1006782.00,
500477,ASHOK LEYL. ,A ,Q,127.85,127.85,116.45,123.45,123.45,125.95,6372,1649768,203317937.00,
500480,CUMMINS (I) ,A ,Q,904.10,910.15,886.80,905.20,905.20,903.30,3337,36305,32634842.00,
500483,TATA COMM   ,A ,Q,618.45,629.90,607.00,621.65,622.00,615.70,1017,32684,20204009.00,
500488,ABBOTT (I)  ,B ,Q,5563.95,5599.95,5511.15,5550.40,5550.00,5612.80,99,735,4076683.00,
500490,BAJ HOLD INV,A ,Q,2800.05,2837.95,2781.10,2792.05,2782.00,2814.85,524,3607,10140903.00,
500493,BHARAT FORGE,A ,Q,715.00,730.55,712.00,723.65,717.00,717.25,1260,53012,38341625.00,
500495,ESCORTS LTD.,A ,Q,817.90,881.05,814.05,871.95,871.95,813.10,20185,899192,774190765.00,
500500,HIND.MOTORS ,T ,Q,9.00,9.25,8.70,9.13,9.13,8.84,275,100415,903012.00,
500510,LARSEN & TOU,A ,Q,1455.00,1469.60,1408.00,1455.80,1455.80,1416.60,19852,704620,1025924443.00,
500520,MAH & MAH   ,A ,Q,765.00,802.80,765.00,797.35,797.35,763.45,12215,529163,416144814.00,
500530,BOSCH LTD   ,A ,Q,19549.95,19575.00,19337.80,19481.85,19481.85,19343.80,239,520,10137211.00,
500540,PREMIER LTD ,B ,Q,33.50,34.00,31.60,32.65,32.65,33.50,104,2837,92920.00,
500547,BHARAT PET. ,A ,Q,494.40,494.40,482.20,490.15,490.15,491.90,2830,192778,94013889.00,
500550,SIEMENS LTD.,A ,Q,1324.00,1330.00,1266.35,1317.00,1317.00,1297.55,1006,36760,47838840.00,
500570,TATA MOTORS ,A ,Q,401.00,403.85,391.05,394.65,394.65,399.25,6149,551822,219916804.00,
500575,VOLTAS LTD  ,A ,Q,606.00,610.40,597.50,607.05,606.00,604.40,1480,103619,62727501.00,
